DIST,4,AN0,0323,-0.27,6.01,1.95,2.81,AN1,8A94,2.82,5.87,1.95,2.87,AN2,189B,0.00,0.00,1.95,4.07,AN3,C32D,2.84,0.00,1.95,4.01,POS,1.14,3.67,1.12,75
DIST,4,AN0,0323,-0.27,6.01,1.95,2.79,AN1,8A94,2.82,5.87,1.95,2.89,AN2,189B,0.00,0.00,1.95,4.11,AN3,C32D,2.84,0.00,1.95,3.94,POS,1.12,3.64,1.14,84
DIST,4,AN0,0323,-0.27,6.01,1.95,2.79,AN1,8A94,2.82,5.87,1.95,2.86,AN2,189B,0.00,0.00,1.95,4.05,AN3,C32D,2.84,0.00,1.95,4.01,POS,1.12,3.68,1.11,76
DIST,4,AN0,0323,-0.27,6.01,1.95,2.81,AN1,8A94,2.82,5.87,1.95,2.82,AN2,189B,0.00,0.00,1.95,4.02,AN3,C32D,2.84,0.00,1.95,3.95,POS,1.13,3.66,1.12,83
DIST,4,AN0,0323,-0.27,6.01,1.95,2.84,AN1,8A94,2.82,5.87,1.95,2.82,AN2,189B,0.00,0.00,1.95,4.04,AN3,C32D,2.84,0.00,1.95,3.97,POS,1.15,3.68,1.10,79
DIST,4,AN0,0323,-0.27,6.01,1.95,2.83,AN1,8A94,2.82,5.87,1.95,2.86,AN2,189B,0.00,0.00,1.95,4.10,AN3,C32D,2.84,0.00,1.95,3.97,POS,1.15,3.71,1.05,74
DIST,4,AN0,0323,-0.27,6.01,1.95,2.82,AN1,8A94,2.82,5.87,1.95,2.83,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,3.96,POS,1.15,3.73,1.04,77
DIST,4,AN0,0323,-0.27,6.01,1.95,2.79,AN1,8A94,2.82,5.87,1.95,2.86,AN2,189B,0.00,0.00,1.95,4.02,AN3,C32D,2.84,0.00,1.95,3.90,POS,1.14,3.68,1.11,87
DIST,4,AN0,0323,-0.27,6.01,1.95,2.80,AN1,8A94,2.82,5.87,1.95,2.83,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,4.02,POS,1.14,3.71,1.08,77
DIST,4,AN0,0323,-0.27,6.01,1.95,2.77,AN1,8A94,2.82,5.87,1.95,2.79,AN2,189B,0.00,0.00,1.95,4.12,AN3,C32D,2.84,0.00,1.95,4.02,POS,1.15,3.74,1.06,76
DIST,4,AN0,0323,-0.27,6.01,1.95,2.78,AN1,8A94,2.82,5.87,1.95,2.86,AN2,189B,0.00,0.00,1.95,4.11,AN3,C32D,2.84,0.00,1.95,3.90,POS,1.14,3.69,1.13,87
DIST,4,AN0,0323,-0.27,6.01,1.95,2.75,AN1,8A94,2.82,5.87,1.95,2.82,AN2,189B,0.00,0.00,1.95,4.03,AN3,C32D,2.84,0.00,1.95,3.95,POS,1.13,3.67,1.17,86
DIST,4,AN0,0323,-0.27,6.01,1.95,2.74,AN1,8A94,2.82,5.87,1.95,2.85,AN2,189B,0.00,0.00,1.95,4.12,AN3,C32D,2.84,0.00,1.95,3.97,POS,1.11,3.65,1.20,85
DIST,4,AN0,0323,-0.27,6.01,1.95,2.73,AN1,8A94,2.82,5.87,1.95,2.82,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,3.94,POS,1.10,3.64,1.24,87
DIST,4,AN0,0323,-0.27,6.01,1.95,2.78,AN1,8A94,2.82,5.87,1.95,2.85,AN2,189B,0.00,0.00,1.95,4.07,AN3,C32D,2.84,0.00,1.95,3.89,POS,1.10,3.61,1.27,88
DIST,4,AN0,0323,-0.27,6.01,1.95,2.75,AN1,8A94,2.82,5.87,1.95,2.83,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,3.98,POS,1.10,3.61,1.26,84
DIST,4,AN0,0323,-0.27,6.01,1.95,2.76,AN1,8A94,2.82,5.87,1.95,2.87,AN2,189B,0.00,0.00,1.95,4.05,AN3,C32D,2.84,0.00,1.95,4.01,POS,1.10,3.66,1.20,76
DIST,4,AN0,0323,-0.27,6.01,1.95,2.77,AN1,8A94,2.82,5.87,1.95,2.83,AN2,189B,0.00,0.00,1.95,4.06,AN3,C32D,2.84,0.00,1.95,3.99,POS,1.10,3.65,1.19,82
DIST,4,AN0,0323,-0.27,6.01,1.95,2.77,AN1,8A94,2.82,5.87,1.95,2.82,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,3.99,POS,1.11,3.64,1.18,83
DIST,4,AN0,0323,-0.27,6.01,1.95,2.74,AN1,8A94,2.82,5.87,1.95,2.81,AN2,189B,0.00,0.00,1.95,4.05,AN3,C32D,2.84,0.00,1.95,3.95,POS,1.11,3.63,1.21,86
DIST,4,AN0,0323,-0.27,6.01,1.95,2.75,AN1,8A94,2.82,5.87,1.95,2.81,AN2,189B,0.00,0.00,1.95,4.08,AN3,C32D,2.84,0.00,1.95,4.01,POS,1.11,3.64,1.20,83
DIST,4,AN0,0323,-0.27,6.01,1.95,2.79,AN1,8A94,2.82,5.87,1.95,2.88,AN2,189B,0.00,0.00,1.95,4.13,AN3,C32D,2.84,0.00,1.95,3.98,POS,1.10,3.62,1.19,82
DIST,4,AN0,0323,-0.27,6.01,1.95,2.76,AN1,8A94,2.82,5.87,1.95,2.83,AN2,189B,0.00,0.00,1.95,4.06,AN3,C32D,2.84,0.00,1.95,4.01,POS,1.10,3.63,1.18,82
DIST,4,AN0,0323,-0.27,6.01,1.95,2.77,AN1,8A94,2.82,5.87,1.95,2.80,AN2,189B,0.00,0.00,1.95,4.11,AN3,C32D,2.84,0.00,1.95,3.96,POS,1.11,3.62,1.19,85
